lsoa_code,lsoa_name,la_name,wimd_2025_rank,income_rank,employment_rank,health_rank,education_rank,access_rank,housing_rank,community_safety_rank,physical_env_rank,wimd_2025_score,income_score,employment_score,health_score,education_score,access_score,housing_score,community_safety_score,physical_env_score,drd_category,wimd_2019_rank,wimd_2014_rank,wimd_2011_rank,wimd_2008_rank,wimd_2005_rank,ruc_code,ruc_name,rural_urban,access_rank_gap,housing_rank_gap
W01001017,Maesteg West 1,Bridgend,1313,1184,1008,1263,1096,1672,687,821,854,12.7622537221323,10.91843049278,14.5397881120751,9.46157199452266,12.6579098072461,3.11504605034776,23.1079441969628,19.1372890163735,18.2562837106548,LSOAs never ranked in top 50 most deprived,1150,1158,1363,1375,1360,UF1,Urban: Further from a major town or city,Urban,359,-626
W01001018,Maesteg West 2,Bridgend,374,494,265,485,195,1630,954,188,678,32.597849444568,30.3905196703142,43.8078755168361,30.7935507731975,50.1839593491089,3.69175097307364,15.7757574013147,50.930704953028,23.400891555994,LSOAs never ranked in top 50 most deprived,334,416,463,500,483,UF1,Urban: Further from a major town or city,Urban,1256,580
W01001019,Maesteg West 3,Bridgend,457,452,436,410,249,431,1494,1198,1878,29.6268308989114,32.3348650889989,33.1210629250296,34.4588851190028,45.1172732377935,33.3723650014289,5.66506716312915,10.6534334073098,0.478655159884881,LSOAs never ranked in top 50 most deprived,287,254,280,363,429,UF1,Urban: Further from a major town or city,Urban,-26,1037
W01001020,Maesteg West 4,Bridgend,387,397,351,315,344,754,1587,554,547,31.9661644164127,35.1581560377781,37.818601005911,40.139108347939,38.2518507350042,21.0370374611813,4.29756033697686,27.8703095176577,28.1504975899782,LSOAs never ranked in top 50 most deprived,427,319,339,420,401,UF1,Urban: Further from a major town or city,Urban,367,1200
W01001021,Morfa 1,Bridgend,432,440,545,464,537,931,847,44,534,30.2301036342671,32.9219796861378,28.2311822787271,31.7623653082104,28.5567816203031,16.323050374395,18.4403643954711,77.0557122139279,28.6800796153805,LSOAs never ranked in top 50 most deprived,397,401,325,374,541,UF1,Urban: Further from a major town or city,Urban,499,415
W01001022,Morfa 2,Bridgend,132,148,98,262,170,333,705,210,770,48.3955182152164,55.7367617071121,63.6300170576852,44.0477766042521,52.9702328737917,38.9496021115052,22.5330109932208,48.6610386249168,20.5689000671964,LSOAs never ranked in top 50 most deprived,118,136,140,181,129,UF1,Urban: Further from a major town or city,Urban,201,573
W01001023,Morfa 3,Bridgend,384,497,308,263,512,481,1357,438,742,32.0442227535211,30.2577302481351,40.6188332964369,43.9675312221797,29.605045135778,30.9749679312151,7.840358591204061,33.021305903343,21.394501516221695,LSOAs never ranked in top 50 most deprived,299,342,306,404,438,UF1,Urban: Further from a major town or city,Urban,97,973
W01001024,Nant-y-moel 1,Bridgend,247,376,202,295,419,576,233,355,883,38.5153481549201,36.3346792655497,49.460698013698,41.5372003261676,33.9869350882549,27.0113031486456,46.5057394473204,37.5746452807467,17.5089804663596,LSOAs never ranked in top 50 most deprived,336,347,460,327,315,RLF1,Larger rural: Further from a major town or city,Rural,329,-14
W01001025,Nant-y-moel 2,Bridgend,571,646,534,521,335,1914,336,882,940,26.1135053236931,24.4737829256576,28.6800796153805,29.2221433891795,38.8211536237917,0.0474197360314985,38.7571973878808,17.534349389692,16.1073386653515,LSOAs never ranked in top 50 most deprived,655,542,706,639,560,RLF1,Larger rural: Further from a major town or city,Rural,1343,-235
W01001026,Newcastle 1,Bridgend,597,462,526,318,657,1418,1060,960,1263,25.3216048340748,31.856797802148,29.012142734782895,39.9365359388287,24.0993044317539,6.84631115234875,13.4092551880126,15.6351015498729,9.46157199452266,LSOAs never ranked in top 50 most deprived,517,440,363,328,457,UF1,Urban: Further from a major town or city,Urban,821,463
W01001027,Newcastle 2,Bridgend,1456,1294,1036,1243,1377,1014,1636,1417,782,10.3902908827364,8.9141882397577,13.9241438787154,9.82176444997588,7.50968435406567,14.4064700101462,3.60847392894393,6.86226541397567,20.2239458372538,LSOAs never ranked in top 50 most deprived,1354,1371,1469,1499,1535,UF1,Urban: Further from a major town or city,Urban,-442,180
W01001028,Newcastle 3,Bridgend,1419,1321,973,1144,1560,1267,1345,1019,538,11.1384840765299,8.44782340412111,15.3332663906928,11.6928354558815,4.68627250626735,9.3902054870884,8.04106945396384,14.2959588776925,28.5158287354967,LSOAs never ranked in top 50 most deprived,1226,1221,1364,1554,1389,UF1,Urban: Further from a major town or city,Urban,-152,-74
W01001029,Newton 1,Bridgend,1590,1683,1221,1579,1730,366,1660,1688,1438,8.14532897975183,2.96636378830555,10.2246021356279,4.41205100898382,2.34169417118009,36.9168102920014,3.27834863975104,2.89909737535026,6.52952816681984,LSOAs never ranked in top 50 most deprived,1603,1536,1419,1389,1164,UF1,Urban: Further from a major town or city,Urban,-1224,70
W01001030,Newton 2,Bridgend,1626,1609,1249,1359,1647,1542,1708,336,1240,7.6379046911296,3.98561831106824,9.71311319484083,7.8070764088306,3.45657809102635,4.94911229271788,2.63198192210366,38.7571973878808,9.87628316005961,LSOAs never ranked in top 50 most deprived,1433,1408,1282,1262,1289,UF1,Urban: Further from a major town or city,Urban,-84,82
W01001031,Nottage 1,Bridgend,1784,1885,1749,1718,1866,381,1836,1916,1852,4.70297333542373,0.39416817703550894,2.0939061313037306,2.4995785858347,0.624215965358298,36.0490472780562,0.99220003951702,0.0236976471952762,0.795209469357828,LSOAs never ranked in top 50 most deprived,1767,1710,1609,1585,1643,UF1,Urban: Further from a major town or city,Urban,-1403,52
W01001032,Nottage 2,Bridgend,1760,1654,1661,1621,1629,796,1533,1722,1806,5.11440584402034,3.36043680267586,3.26469571800256,3.8172346418696894,3.70565984256498,19.8279311022189,5.08166721716738,2.44682993327569,1.36616746321682,LSOAs never ranked in top 50 most deprived,1669,1659,1497,1565,1644,UF1,Urban: Further from a major town or city,Urban,-964,-227
W01001033,Ogmore Vale 1,Bridgend,739,742,743,542,908,1657,574,1153,85,22.2529347917495,21.394501516221695,21.364499730599,28.3527425151014,16.8836844750737,3.3193560991323894,27.0880823494183,11.5163069863456,66.2187787521445,LSOAs never ranked in top 50 most deprived,912,833,941,928,1113,RLF1,Larger rural: Further from a major town or city,Rural,918,-165
W01001034,Ogmore Vale 2,Bridgend,545,541,468,361,951,862,888,941,202,27.0084109754092,28.3934057862217,31.5746555725766,37.2134958467942,15.8464092140213,18.0476941511772,17.3825538874175,16.0834951054554,49.460698013698,LSOAs never ranked in top 50 most deprived,401,485,469,590,598,RSF1,Smaller rural: Further from a major town or city,Rural,317,343
W01001035,Oldcastle 1,Bridgend,338,243,356,268,348,1231,1005,497,560,34.6102340450524,45.6281761294676,37.5140585258403,43.5704509047974,38.0032810529464,10.0406189854602,14.6067380762028,30.2577302481351,27.632835409167,LSOAs never ranked in top 50 most deprived,326,287,288,482,587,UF1,Urban: Further from a major town or city,Urban,893,667
W01001036,Oldcastle 2,Bridgend,1763,1717,1629,1490,1765,1257,1441,1011,1383,5.05156814241607,2.5127846729859,3.70565984256498,5.72574836504909,1.88729330452187,9.56903868608086,6.48238480299949,14.4730324649616,7.41140208659252,LSOAs never ranked in top 50 most deprived,1734,1783,1846,1795,1765,UF1,Urban: Further from a major town or city,Urban,-506,-322
W01001037,Oldcastle 3,Bridgend,1617,1767,1592,1095,1465,730,1609,1425,916,7.71736222428245,1.86159671694708,4.22629200219173,12.6784524717191,6.10867669802835,21.7576090736049,3.98561831106824,6.73494012330532,16.68712752224,LSOAs never ranked in top 50 most deprived,1635,1646,1543,1593,1595,UF1,Urban: Further from a major town or city,Urban,-887,-8
W01001038,Pendre,Bridgend,1268,1113,1156,790,1299,570,1532,1370,1122,13.4060646473606,12.3114628224399,11.4577639697738,19.9968174672526,8.82710790050632,27.2424139746021,5.0964428103536,7.62488033337581,12.130140784991,LSOAs never ranked in top 50 most deprived,924,839,1120,1293,1204,UF1,Urban: Further from a major town or city,Urban,-698,264
W01001039,Penprysg 1,Bridgend,1151,882,937,957,1194,350,1523,1661,1784,15.4553332438049,17.534349389692,16.1790180131088,15.7053219536497,10.7288358234862,37.8799964021223,5.22985203912699,3.26469571800256,1.64432714963132,LSOAs never ranked in top 50 most deprived,1439,1077,1232,1099,1110,RLN1,Larger rural: Nearer to a major town or city,Rural,-801,372
W01001040,Penprysg 2,Bridgend,1354,1322,1144,1240,1239,418,1308,1436,1290,12.0215501874444,8.43073092520504,11.6928354558815,9.87628316005961,9.89448481906336,34.0388982852619,8.67118932882823,6.56101084525749,8.98409067323127,LSOAs never ranked in top 50 most deprived,1312,1306,1210,1182,1130,RLN1,Larger rural: Nearer to a major town or city,Rural,-936,-46
W01001041,Pen-y-fai,Bridgend,1706,1751,1357,1516,1696,729,1786,1602,1190,6.28297161955512,2.06797779772392,7.840358591204061,5.33415242162353,2.79187864333048,21.7881283915832,1.61890043633505,4.08441443187066,10.8044862496646,LSOAs never ranked in top 50 most deprived,1721,1658,1613,1637,1415,UF1,Urban: Further from a major town or city,Urban,-977,80
W01001042,Pontycymmer 1,Bridgend,648,645,422,713,928,1505,348,539,1125,23.7932438969729,24.5081307123561,33.8317461988466,22.2820267909355,16.3954062121735,5.49901466399771,38.0032810529464,28.4749486401806,12.0700163793339,LSOAs never ranked in top 50 most deprived,526,551,611,609,590,RLF1,Larger rural: Further from a major town or city,Rural,857,-300
W01001043,Pontycymmer 2,Bridgend,520,659,521,452,484,1307,238,376,1185,27.6752969605794,24.0318676820537,29.2221433891795,32.3348650889989,30.838771086219,8.68846150955214,46.0627726217234,36.3346792655497,10.8994005416678,LSOAs never ranked in top 50 most deprived,406,425,604,734,649,RLF1,Larger rural: Further from a major town or city,Rural,787,-282
W01001044,Porthcawl East Central 1,Bridgend,510,446,266,437,706,825,1479,693,1338,28.021373306546305,32.6265490495701,43.7284613469552,33.0711303301886,22.501487779095,19.0286856939021,5.89345191451641,22.9146985373268,8.15896478170446,LSOAs never ranked in top 50 most deprived,671,484,521,419,408,UF1,Urban: Further from a major town or city,Urban,315,969
W01001045,Porthcawl East Central 2,Bridgend,684,864,478,666,812,1288,820,156,574,23.180498585246,17.9958410083264,31.1119760863556,23.7973840872252,19.3835378508761,9.01912172048089,19.1645201635088,54.6918465940365,27.0880823494183,LSOAs never ranked in top 50 most deprived,510,567,560,507,608,UF1,Urban: Further from a major town or city,Urban,604,136
W01001046,Porthcawl West Central 1,Bridgend,924,786,409,744,1160,1717,1387,570,1524,18.655278354825,20.1101012876508,34.5119268362533,21.334537029092495,11.3799376927195,2.5127846729859,7.34611312114682,27.2424139746021,5.21499052029399,LSOAs never ranked in top 50 most deprived,524,580,548,534,653,UF1,Urban: Further from a major town or city,Urban,793,463
W01001047,Porthcawl West Central 2,Bridgend,1457,1274,918,1091,1419,1501,1401,1173,1362,10.3774511439882,9.26584447784323,16.6382496306617,12.7608071014425,6.83036794994064,5.55925877290174,7.11905028081461,11.1288057758357,7.75724326334024,LSOAs never ranked in top 50 most deprived,1364,1504,1402,1450,1553,UF1,Urban: Further from a major town or city,Urban,44,-56
W01001048,Pyle 1,Bridgend,1480,1209,1119,1059,1020,1624,1613,1514,1729,9.86653809937279,10.4473423883424,12.1904227741629,13.4304803198105,14.2739202271162,3.7753306378583,3.92935333881622,5.36403961186012,2.35480988929415,LSOAs never ranked in top 50 most deprived,1529,1297,1570,1723,1287,UN1,Urban: Nearer to a major town or city,Urban,144,133
W01001049,Pyle 2,Bridgend,365,261,273,384,374,1519,638,771,908,33.4567650190639,44.1283029373219,43.1801097429359,35.8793553824041,36.4499327337625,5.28939432915953,24.750012276592,20.5399554523121,16.8836844750737,LSOAs never ranked in top 50 most deprived,267,248,175,218,338,UN1,Urban: Nearer to a major town or city,Urban,1154,273
W01001050,Pyle 3,Bridgend,557,417,425,353,490,1893,1158,797,1333,26.6292732737205,34.0909791470183,33.6775974081246,37.6962996970416,30.5687732863481,0.297990123411071,11.4188179131678,19.799903548978,8.24354726262967,LSOAs never ranked in top 50 most deprived,479,574,564,708,578,UN1,Urban: Nearer to a major town or city,Urban,1336,601
W01001051,Pyle 4,Bridgend,666,491,444,597,787,1379,850,913,1469,23.5452795204362,30.5240802001074,32.7246048931715,26.2202273434475,20.081727980287095,7.4768769123214,18.3612922020953,16.7606396725577,6.04697811944721,LSOAs never ranked in top 50 most deprived,771,565,702,857,696,UN1,Urban: Nearer to a major town or city,Urban,713,184
W01001052,Pyle 5,Bridgend,487,258,340,547,536,1474,1152,1038,1113,28.633492591011,44.3715874893872,38.5031361804481,28.1504975899782,28.5978075542744,5.97008691778702,11.535854485957,13.880793490484299,12.3114628224399,LSOAs never ranked in top 50 most deprived,466,465,485,387,363,UN1,Urban: Nearer to a major town or city,Urban,987,665
W01001053,Rest Bay 1,Bridgend,1791,1856,1519,1826,1761,558,1773,1903,1913,4.6045778623917,0.7462243253503089,5.28939432915953,1.11618146115725,1.93877276837315,27.7117213241246,1.7846787624585,0.17833038223269,0.0592899618307506,LSOAs never ranked in top 50 most deprived,1706,1713,1634,1668,1691,UF1,Urban: Further from a major town or city,Urban,-1233,-18
W01001054,Rest Bay 2,Bridgend,1775,1803,1740,1636,1764,478,1768,1832,1914,4.89038248818812,1.40390082075009,2.2109467124459,3.60847392894393,1.90015237233338,31.1119760863556,1.84875918114614,1.04171243850744,0.0474197360314985,LSOAs never ranked in top 50 most deprived,1779,1706,1716,1817,1693,UF1,Urban: Further from a major town or city,Urban,-1297,-7
W01001055,Sarn 1,Bridgend,203,253,214,30,190,1639,1089,669,1553,41.8918359373409,44.7828692046402,48.2713988064592,82.3471543725932,50.7148636882803,3.56694820635062,12.8020952616562,23.6976183287089,4.78813136320966,LSOAs never ranked in top 50 most deprived,188,141,172,191,174,UF1,Urban: Further from a major town or city,Urban,1436,886
W01001056,Sarn 2,Bridgend,940,940,829,633,350,1494,1539,1217,1223,18.4097965875231,16.1073386653515,18.9205927745562,24.9243556120482,37.8799964021223,5.66506716312915,4.99321243883806,10.2986094676654,10.1876875787723,LSOAs never ranked in top 50 most deprived,949,844,629,871,790,UF1,Urban: Further from a major town or city,Urban,554,599
W01001057,Ynysawdre 1,Bridgend,360,363,276,199,671,691,1153,496,556,33.7631407394202,37.0943619858733,42.9490457966271,49.7678864822923,23.6313474304328,22.978933520734895,11.5163069863456,30.3019082598622,27.7908787352101,LSOAs never ranked in top 50 most deprived,431,225,251,240,272,UF1,Urban: Further from a major town or city,Urban,331,793
W01001058,Ynysawdre 2,Bridgend,1388,1343,1074,591,1420,1078,1635,1662,1291,11.5597482975778,8.07469221342719,13.1141418369244,26.4434863026012,6.81443579142984,13.0305145912057,3.6223325139337694,3.25105089589296,8.96659513758763,LSOAs never ranked in top 50 most deprived,1381,1062,957,951,749,UF1,Urban: Further from a major town or city,Urban,-310,247
W01001059,Baruc 1,Vale of Glamorgan,1677,1496,1263,1642,1621,1016,1681,1071,1636,6.74010117290218,5.63478649276884,9.46157199452266,3.52549732194833,3.8172346418696894,14.3622018183192,2.9933255344798506,13.1770624210437,3.60847392894393,LSOAs never ranked in top 50 most deprived,1642,1551,1573,1525,1659,UF1,Urban: Further from a major town or city,Urban,-661,4
W01001060,Baruc 2,Vale of Glamorgan,1766,1889,1714,1765,1712,456,1554,1716,1907,5.00745618147118,0.34602887733601,2.55244849132853,1.88729330452187,2.57892908837866,32.1424441147939,4.77355245062621,2.52599834713437,0.130640254955792,LSOAs never ranked in top 50 most deprived,1844,1763,1818,1810,1800,UF1,Urban: Further from a major town or city,Urban,-1310,-212
W01001062,Baruc 4,Vale of Glamorgan,1476,1368,1315,1441,1541,1873,532,647,796,9.91808571284845,7.657899721566911,8.55064588799191,6.48238480299949,4.96380294814753,0.539193581804108,28.7626470242333,24.4394863568481,19.8279311022189,LSOAs never ranked in top 50 most deprived,1419,1206,1264,1313,1494,UF1,Urban: Further from a major town or city,Urban,397,-944
W01001063,Buttrills 1,Vale of Glamorgan,631,657,516,560,723,1898,201,796,1217,24.4004548441972,24.0993044317539,29.4340791286202,27.632835409167,21.9720996562206,0.238082435226713,49.5626389802718,19.8279311022189,10.2986094676654,LSOAs never ranked in top 50 most deprived,690,764,732,814,908,UF1,Urban: Further from a major town or city,Urban,1267,-430
W01001064,Buttrills 2,Vale of Glamorgan,164,177,149,25,370,1346,719,498,972,45.4864392976546,52.155457530604,55.603521574478,84.5766677674738,36.6821868883595,8.02427648818839,22.095569808014705,30.2136369301349,15.3563443697558,LSOAs never ranked in top 50 most deprived,186,198,290,200,317,UF1,Urban: Further from a major town or city,Urban,1182,555
W01001065,Buttrills 3,Vale of Glamorgan,753,656,766,760,612,1911,405,453,822,21.872757774775305,24.1330970993627,20.6850441646259,20.8603674538182,25.6713810731147,0.0830488078086016,34.7253254620083,32.2866087146138,19.1100900717838,LSOAs never ranked in top 50 most deprived,814,760,884,989,1104,UF1,Urban: Further from a major town or city,Urban,1158,-348
W01001066,Buttrills 4,Vale of Glamorgan,707,702,578,539,624,1203,995,398,1253,22.7981392659241,22.6278406970755,26.9347794016803,28.4749486401806,25.2415431290468,10.5595266834407,14.8313226661017,35.1036046685515,9.64096312834053,LSOAs never ranked in top 50 most deprived,733,546,785,729,561,UF1,Urban: Further from a major town or city,Urban,496,288
W01001067,Cadoc 1,Vale of Glamorgan,143,142,125,74,293,763,641,586,775,47.0318326399877,56.5528304302449,59.0358709096692,68.6626621027507,41.6817998039603,20.7725387538889,24.646037112484095,26.6312053182129,20.4245398801956,LSOAs never ranked in top 50 most deprived,195,236,186,208,390,UF1,Urban: Further from a major town or city,Urban,620,498
W01001068,Cadoc 2,Vale of Glamorgan,731,642,730,644,768,693,1036,1061,377,22.363102072564505,24.611482915278305,21.7576090736049,24.5425298701483,20.6268988037534,22.9146985373268,13.9241438787154,13.388049625384,36.2772683869671,LSOAs never ranked in top 50 most deprived,925,782,712,749,1014,UF1,Urban: Further from a major town or city,Urban,-38,305
W01001069,Cadoc 3,Vale of Glamorgan,356,450,358,533,238,1903,258,79,664,33.9510886322076,32.4316826446063,37.393361718261,28.7213262688648,46.0627726217234,0.17833038223269,44.3715874893872,67.5195259195412,23.8641358225167,LSOAs never ranked in top 50 most deprived,265,321,365,415,698,UF1,Urban: Further from a major town or city,Urban,1547,-98
W01001070,Cadoc 4,Vale of Glamorgan,236,373,178,235,391,1850,227,140,387,39.300949216634,36.5077767704368,52.0413819603454,46.3275276621096,35.4882095871764,0.819741219997647,47.0488127565457,56.8314171748687,35.7109062943083,LSOAs never ranked in top 50 most deprived,266,178,114,190,423,UF1,Urban: Further from a major town or city,Urban,1614,-9
W01001071,Cadoc 5,Vale of Glamorgan,635,726,852,534,496,1327,472,814,160,24.3548798441544,21.8799300818585,18.3087280282571,28.6800796153805,30.3019082598622,8.34545854747957,31.3884653978513,19.3285875941208,54.186668030915,LSOAs never ranked in top 50 most deprived,548,575,526,580,708,UF1,Urban: Further from a major town or city,Urban,692,-163
W01001072,Cadoc 6,Vale of Glamorgan,1782,1592,1638,1699,1447,1197,1720,1575,1466,4.77103526666712,4.22629200219173,3.58078178518821,2.75180012916962,6.38838697965858,10.6722608493273,2.4731891377088,4.4695107759153,6.09323652994722,LSOAs never ranked in top 50 most deprived,1770,1697,1510,1635,1661,UF1,Urban: Further from a major town or city,Urban,-585,-62
W01001073,Castleland 1,Vale of Glamorgan,120,129,113,214,178,535,479,378,219,49.4340651367507,58.427052259456,60.9654380577152,48.2713988064592,52.0413819603454,28.6389067984773,31.066215959085305,36.2200004563807,47.7934518745139,LSOAs never ranked in top 50 most deprived,216,181,187,238,82,UF1,Urban: Further from a major town or city,Urban,415,359
W01001075,Cornerswell 1,Vale of Glamorgan,1855,1636,1715,1746,1716,1908,1161,1679,1483,3.45222860593695,3.60847392894393,2.5392196170027,2.13285351949854,2.52599834713437,0.118733157869366,11.3605222015702,3.02031892365375,5.83232723068407,LSOAs never ranked in top 50 most deprived,1759,1771,1770,1663,1637,UN1,Urban: Nearer to a major town or city,Urban,53,-694
W01001076,Cornerswell 2,Vale of Glamorgan,1252,962,1329,1168,1032,1330,700,892,608,13.7636288077684,15.5884067692259,8.31143792104385,11.225070745121,14.0110905482459,8.29444645993786,22.6912784128934,17.2819106113586,25.816464241705,LSOAs never ranked in top 50 most deprived,1189,1050,923,1055,958,UN1,Urban: Nearer to a major town or city,Urban,78,-552
W01001077,Cornerswell 3,Vale of Glamorgan,1379,1185,1215,1024,1318,902,1353,1168,806,11.7363597998414,10.8994005416678,10.3357026259726,14.1859761945492,8.49917718706529,17.0322124471741,7.90706778843048,11.225070745121,19.5491807435255,LSOAs never ranked in top 50 most deprived,1202,1278,1237,1245,1255,UN1,Urban: Nearer to a major town or city,Urban,-477,-26
W01001078,Cornerswell 4,Vale of Glamorgan,1853,1624,1656,1744,1744,1791,1393,1780,1255,3.49617388844067,3.7753306378583,3.33304151582498,2.1588551333598094,2.1588551333598094,1.55545636077368,7.2485258617620705,1.69526506032076,9.60497279241023,LSOAs never ranked in top 50 most deprived,1671,1724,1751,1742,1708,UN1,Urban: Nearer to a major town or city,Urban,-62,-460
W01001079,Court 1,Vale of Glamorgan,346,334,352,551,270,1871,217,236,697,34.2087657487888,38.8852881992107,37.75736906021261,27.9899724127521,43.4135185948375,0.563453637325335,47.9834404914399,46.2389369258219,22.7867642695324,LSOAs never ranked in top 50 most deprived,388,359,442,567,582,UF1,Urban: Further from a major town or city,Urban,1525,-129
W01001080,Court 2,Vale of Glamorgan,388,348,374,403,363,1832,481,458,593,31.8815361739939,38.0032810529464,36.4499327337625,34.8327718802493,37.0943619858733,1.04171243850744,30.9749679312151,32.0468339619845,26.3688255954843,LSOAs never ranked in top 50 most deprived,442,454,405,469,554,UF1,Urban: Further from a major town or city,Urban,1444,93
W01001081,Court 3,Vale of Glamorgan,153,122,156,142,148,1497,752,232,654,46.3156031767979,59.5032997094976,54.6918465940365,56.5528304302449,55.7367617071121,5.61966109424539,21.0962303240394,46.5953658460321,24.2008317495807,LSOAs never ranked in top 50 most deprived,142,169,145,107,132,UF1,Urban: Further from a major town or city,Urban,1344,599
W01001082,Cowbridge 1,Vale of Glamorgan,1847,1645,1653,1580,1760,1534,1633,1689,1552,3.59384092131417,3.48412100647357,3.3741466922672494,4.39770846878359,1.95166065814167,5.06690110998117,3.65007476045286,2.88566766807736,4.80271952272831,LSOAs never ranked in top 50 most deprived,1768,1649,1790,1807,1679,RLF1,Larger rural: Further from a major town or city,Rural,-313,-214
W01001083,Cowbridge 2,Vale of Glamorgan,1756,1823,1832,1908,1878,288,1674,1879,1708,5.18451042422741,1.15350658605424,1.04171243850744,0.118733157869366,0.478655159884881,42.0473264765957,3.0879413233543,0.466566573261191,2.63198192210366,LSOAs never ranked in top 50 most deprived,1726,1770,1835,1840,1716,RSF1,Smaller rural: Further from a major town or city,Rural,-1468,-82
W01001084,Cowbridge 3,Vale of Glamorgan,1729,1795,1809,1803,1859,469,1451,1570,831,5.79922820265141,1.5048268045783,1.32849590892464,1.40390082075009,0.709553811319619,31.527966533529,6.3259345080427,4.54153794047331,18.8667362212317,LSOAs never ranked in top 50 most deprived,1786,1727,1772,1768,1698,RSF1,Smaller rural: Further from a major town or city,Rural,-1260,-278
W01001085,Cowbridge 4,Vale of Glamorgan,1693,1695,1697,1858,1877,256,1475,1865,1734,6.48556183039952,2.8052536827735,2.7785113772664,0.721770820884037,0.49075010349887294,44.5352187023314,5.95473947595861,0.636387717665115,2.2893059632188506,LSOAs never ranked in top 50 most deprived,1708,1704,1750,1761,1675,RSF1,Smaller rural: Further from a major town or city,Rural,-1437,-218
W01001086,Dinas Powys 1,Vale of Glamorgan,1864,1892,1855,1907,1851,1263,1452,1361,747,3.31755692796923,0.309990408692142,0.758460834073115,0.130640254955792,0.807472073988819,9.46157199452266,6.31034785089135,7.77384231790356,21.2448824142573,LSOAs never ranked in top 50 most deprived,1832,1881,1701,1785,1732,UN1,Urban: Nearer to a major town or city,Urban,-601,-412
W01001087,Dinas Powys 2,Vale of Glamorgan,1783,1700,1658,1874,1535,1757,1655,1526,331,4.76340365130962,2.73845612912346,3.30567882066851,0.52707314322933,5.05214447662267,1.99036771401793,3.34673508043685,5.1852962600852,39.0787719782363,LSOAs never ranked in top 50 most deprived,1735,1792,1771,1881,1824,UN1,Urban: Nearer to a major town or city,Urban,-26,-128
W01001088,Dinas Powys 3,Vale of Glamorgan,1024,635,748,942,1091,1183,1468,852,985,17.214165519649,24.8544596123281,21.2150750361765,16.059676238022,12.7608071014425,10.9374762021069,6.06238725453122,18.3087280282571,15.0581218652982,LSOAs never ranked in top 50 most deprived,874,887,1034,992,993,UN1,Urban: Nearer to a major town or city,Urban,159,444
W01001089,Dinas Powys 4,Vale of Glamorgan,1637,1462,1586,1781,1607,1000,1721,1861,158,7.480218169790191,6.15505949084693,4.31184054235171,1.68252000264156,4.01380249695598,14.7187562513825,2.46000575936387,0.685139243058358,54.4378703545907,LSOAs never ranked in top 50 most deprived,1724,1691,1673,1726,1688,UN1,Urban: Nearer to a major town or city,Urban,-637,84
W01001090,Dinas Powys 5,Vale of Glamorgan,1718,1802,1781,1849,1796,426,1348,1473,1037,6.05804594522557,1.41649237572638,1.68252000264156,0.832016914366915,1.4921868104588,33.6264432092818,7.990727295028449,5.98544460749622,13.9024584712527,LSOAs never ranked in top 50 most deprived,1695,1799,1597,1448,1262,UN1,Urban: Nearer to a major town or city,Urban,-1292,-370
W01001091,Dyfan 1,Vale of Glamorgan,1844,1812,1707,1684,1298,1680,1763,1636,1224,3.65595146956967,1.29088595575025,2.6452642735573506,2.95289475817678,8.84449761272578,3.0068182690504,1.91301863354183,3.60847392894393,10.1692524942803,LSOAs never ranked in top 50 most deprived,1740,1811,1712,1782,1697,UF1,Urban: Further from a major town or city,Urban,-164,-81
W01001092,Dyfan 2,Vale of Glamorgan,895,753,679,704,651,1243,1044,1170,1513,19.1434294668217,21.0666148502514,23.3681569819925,22.5645774715646,24.3028092202755,9.82176444997588,13.7512304210547,11.1865163946724,5.37899778336937,LSOAs never ranked in top 50 most deprived,878,727,839,918,854,UF1,Urban: Further from a major town or city,Urban,348,149
W01001093,Dyfan 3,Vale of Glamorgan,531,524,388,358,654,1154,782,572,1285,27.3109045985147,29.095913048907505,35.6550296427717,37.393361718261,24.2008317495807,11.4967760858774,20.2239458372538,27.1651187152393,9.07176853635428,LSOAs never ranked in top 50 most deprived,476,497,477,481,616,UF1,Urban: Further from a major town or city,Urban,623,251
W01001094,Gibbonsdown 1,Vale of Glamorgan,155,161,163,321,34,1145,497,354,1385,46.0572245790859,54.0620882804771,53.8149350485439,39.7357321198931,80.7071490620134,11.6731541404338,30.2577302481351,37.6353920553086,7.378734437306749,LSOAs never ranked in top 50 most deprived,291,312,337,524,472,UF1,Urban: Further from a major town or city,Urban,990,342
W01001095,Gibbonsdown 2,Vale of Glamorgan,32,18,22,37,67,1687,328,217,1401,64.954569517406,88.1126813503824,86.02608341267012,79.5495972703087,70.3649611810893,2.91253492881509,39.2738972266085,47.9834404914399,7.11905028081461,LSOAs sometimes in the top 50 most deprived,105,83,91,98,204,UF1,Urban: Further from a major town or city,Urban,1655,296
W01001096,Gibbonsdown 3,Vale of Glamorgan,844,683,603,556,884,1223,1187,1177,1179,20.0280431158523,23.2376825985408,25.9991147215854,27.7908787352101,17.483639494038002,10.1876875787723,10.8613878099329,11.0520828478352,11.0138171449293,LSOAs never ranked in top 50 most deprived,785,823,788,803,918,UF1,Urban: Further from a major town or city,Urban,379,343
W01001097,Gibbonsdown 4,Vale of Glamorgan,135,171,151,219,42,1294,342,207,1645,47.7155409309788,52.8520542938503,55.3393347887518,47.7934518745139,77.7410909205496,8.9141882397577,38.3771502834814,48.9576623742928,3.48412100647357,LSOAs never ranked in top 50 most deprived,253,235,308,367,295,UF1,Urban: Further from a major town or city,Urban,1159,207
